R2_1-m/m;R2_2-m/m;R2_3-m/m;e_1;e_2
0.000194100;-0.000330519;0.000258087;0.000783625;-0.000331438
0.000194139;-0.000330711;0.000256192;0.000781907;-0.000331576
0.000195255;-0.000329417;0.000256465;0.000781980;-0.000330260
0.000194497;-0.000329613;0.000257604;0.000782609;-0.000330508
0.000196642;-0.000330384;0.000257757;0.000785620;-0.000331221
0.000195065;-0.000330196;0.000258799;0.000784971;-0.000331107
0.000195026;-0.000329969;0.000259337;0.000785259;-0.000330896
0.000196211;-0.000329618;0.000258805;0.000785512;-0.000330496
0.000195844;-0.000328355;0.000256762;0.000781797;-0.000329191
0.000194626;-0.000329824;0.000255724;0.000781014;-0.000330664
0.000193994;-0.000330370;0.000257015;0.000782271;-0.000331262
0.000195161;-0.000330137;0.000258344;0.000784537;-0.000331032
0.000195204;-0.000329419;0.000257466;0.000782960;-0.000330290
0.000194552;-0.000331650;0.000258137;0.000785244;-0.000332555
0.000195692;-0.000329248;0.000257976;0.000783787;-0.000330119
0.000194840;-0.000328330;0.000256872;0.000780909;-0.000329197
0.000194681;-0.000330106;0.000256892;0.000782549;-0.000330976
0.000194387;-0.000329243;0.000256164;0.000780654;-0.000330103
0.000194714;-0.000329881;0.000256846;0.000782309;-0.000330749
0.000196168;-0.000329134;0.000255513;0.000781608;-0.000329927
0.000194719;-0.000328868;0.000256788;0.000781243;-0.000329736
0.000195503;-0.000330320;0.000257524;0.000784210;-0.000331183
0.000193650;-0.000329515;0.000257010;0.000781079;-0.000330419
0.000195878;-0.000329829;0.000255527;0.000782034;-0.000330629
0.000194767;-0.000330791;0.000258054;0.000784510;-0.000331689
0.000194458;-0.000330059;0.000257156;0.000782556;-0.000330942
0.000193350;-0.000331498;0.000257132;0.000782893;-0.000332411
0.000197307;-0.000327498;0.000256986;0.000782593;-0.000328300
0.000194973;-0.000329534;0.000257113;0.000782488;-0.000330402
0.000194443;-0.000329580;0.000257733;0.000782656;-0.000330480
0.000196317;-0.000330756;0.000256752;0.000784644;-0.000331575
0.000195153;-0.000330200;0.000257221;0.000783439;-0.000331065
0.000195140;-0.000330742;0.000258109;0.000784880;-0.000331631
0.000194492;-0.000329362;0.000256612;0.000781335;-0.000330231
0.000194738;-0.000330251;0.000257716;0.000783595;-0.000331141
0.000196563;-0.000330332;0.000256173;0.000783865;-0.000331129
0.000196462;-0.000328679;0.000258631;0.000784640;-0.000329547
0.000197396;-0.000328424;0.000258855;0.000785523;-0.000329272
0.000196056;-0.000328981;0.000259159;0.000785090;-0.000329875
0.000196221;-0.000326945;0.000258414;0.000782452;-0.000327817
0.000197138;-0.000327417;0.000258780;0.000784190;-0.000328272
0.000197854;-0.000327982;0.000258615;0.000785280;-0.000328811
0.000195686;-0.000330253;0.000257957;0.000784765;-0.000331122
0.000197672;-0.000329569;0.000259536;0.000787633;-0.000330425
0.000195006;-0.000329715;0.000256346;0.000781913;-0.000330561
0.000195963;-0.000329105;0.000256195;0.000782079;-0.000329921
0.000195980;-0.000328954;0.000257849;0.000783643;-0.000329814
0.000195219;-0.000328348;0.000261378;0.000785927;-0.000329330
0.000195015;-0.000327982;0.000258904;0.000782820;-0.000328901
0.000198806;-0.000327899;0.000256768;0.000784228;-0.000328654
0.000194257;-0.000327639;0.000258870;0.000781707;-0.000328580
0.000197882;-0.000328973;0.000258229;0.000785901;-0.000329790
0.000195991;-0.000329863;0.000258587;0.000785319;-0.000330741
0.000195751;-0.000328103;0.000258474;0.000783213;-0.000328988
0.000196036;-0.000329958;0.000258330;0.000785194;-0.000330828
0.000197364;-0.000328991;0.000259809;0.000787037;-0.000329864
0.000193960;-0.000328005;0.000258494;0.000781397;-0.000328943
0.000196221;-0.000329300;0.000258347;0.000784734;-0.000330166
0.000195359;-0.000329957;0.000258192;0.000784394;-0.000330843
0.000195829;-0.000329954;0.000258197;0.000784852;-0.000330826
0.000193386;-0.000330048;0.000255873;0.000780186;-0.000330927
0.000195228;-0.000329472;0.000256798;0.000782350;-0.000330324
0.000198621;-0.000329183;0.000258481;0.000787087;-0.000329985
0.000193887;-0.000329935;0.000258424;0.000783181;-0.000330870
0.000193809;-0.000330352;0.000256821;0.000781874;-0.000331244
0.000195828;-0.000330152;0.000258404;0.000785262;-0.000331030
0.000195990;-0.000329242;0.000256858;0.000782923;-0.000330075
0.000195251;-0.000329109;0.000256997;0.000782215;-0.000329967
0.000195505;-0.000330486;0.000256830;0.000783665;-0.000331330
0.000193741;-0.000329460;0.000256033;0.000780108;-0.000330334
0.000195546;-0.000329469;0.000256858;0.000782718;-0.000330314
0.000195352;-0.000330542;0.000256441;0.000783173;-0.000331380
0.000195611;-0.000328621;0.000257036;0.000782117;-0.000329470
0.000195473;-0.000331503;0.000257185;0.000785014;-0.000332356
0.000193529;-0.000329439;0.000256267;0.000780122;-0.000330326
0.000194040;-0.000329898;0.000256874;0.000781700;-0.000330786
0.000192565;-0.000330527;0.000254876;0.000778843;-0.000331402
0.000194825;-0.000329946;0.000256785;0.000782419;-0.000330809
0.000196034;-0.000329482;0.000256583;0.000782923;-0.000330306
0.000196600;-0.000329472;0.000257329;0.000784229;-0.000330300
0.000196876;-0.000329781;0.000255222;0.000782644;-0.000330546
0.000193458;-0.000330523;0.000257867;0.000782780;-0.000331455
0.000194323;-0.000331509;0.000255959;0.000782643;-0.000332361
0.000194546;-0.000330334;0.000255605;0.000781323;-0.000331172
0.000194611;-0.000331894;0.000255333;0.000782665;-0.000332721
0.000195247;-0.000330117;0.000257483;0.000783716;-0.000330986
0.000193264;-0.000332421;0.000255187;0.000781732;-0.000333281
0.000194052;-0.000328826;0.000255417;0.000779145;-0.000329676
0.000193561;-0.000329483;0.000255095;0.000778993;-0.000330337
0.000191540;-0.000331543;0.000256621;0.000780656;-0.000332495
0.000193352;-0.000331167;0.000255153;0.000780531;-0.000332026
0.000194553;-0.000330727;0.000255617;0.000781735;-0.000331565
0.000192814;-0.000330543;0.000256284;0.000780547;-0.000331449
0.000192832;-0.000330831;0.000256272;0.000780840;-0.000331736
0.000194713;-0.000331022;0.000255162;0.000781718;-0.000331843
0.000194380;-0.000329610;0.000257993;0.000782892;-0.000330519
0.000193995;-0.000333125;0.000259025;0.000787089;-0.000334069
0.000194806;-0.000330525;0.000257475;0.000783687;-0.000331406
0.000193661;-0.000330158;0.000255914;0.000780605;-0.000331030
0.000196838;-0.000330750;0.000256109;0.000784485;-0.000331538
0.000194796;-0.000330079;0.000256305;0.000782030;-0.000330929
0.000194330;-0.000329573;0.000258863;0.000783701;-0.000330508
0.000194862;-0.000329405;0.000257701;0.000782856;-0.000330293
0.000194244;-0.000331410;0.000257959;0.000784522;-0.000332319
0.000194537;-0.000328977;0.000255256;0.000779601;-0.000329808
0.000195203;-0.000330391;0.000257191;0.000783647;-0.000331253
0.000194706;-0.000329902;0.000256424;0.000781889;-0.000330759
0.000195049;-0.000328938;0.000256128;0.000780955;-0.000329778
0.000194392;-0.000329812;0.000257964;0.000783076;-0.000330720
0.000193739;-0.000330368;0.000255762;0.000780735;-0.000331234
0.000193660;-0.000330508;0.000259067;0.000784194;-0.000331467
0.000194413;-0.000330216;0.000257131;0.000782644;-0.000331100
0.000195840;-0.000330303;0.000256219;0.000783181;-0.000331122
0.000193656;-0.000329421;0.000254262;0.000778168;-0.000330250
0.000194048;-0.000330292;0.000255489;0.000780678;-0.000331141
0.000195153;-0.000331904;0.000256721;0.000784627;-0.000332753
0.000193944;-0.000332393;0.000258560;0.000785830;-0.000333326
0.000193789;-0.000331137;0.000257161;0.000782988;-0.000332038
0.000195045;-0.000328810;0.000255579;0.000780260;-0.000329636
0.000194900;-0.000330484;0.000256837;0.000783082;-0.000331345
0.000194809;-0.000329644;0.000257577;0.000782915;-0.000330529
0.000195093;-0.000328768;0.000257088;0.000781814;-0.000329633
0.000194741;-0.000329918;0.000257410;0.000782951;-0.000330800
0.000193819;-0.000330411;0.000257766;0.000782914;-0.000331329
0.000194712;-0.000331012;0.000256055;0.000782624;-0.000331857
0.000194818;-0.000331552;0.000258393;0.000785667;-0.000332456
0.000195457;-0.000328553;0.000257179;0.000782047;-0.000329411
0.000194842;-0.000328350;0.000257903;0.000781990;-0.000329245
0.000195833;-0.000330323;0.000255759;0.000782722;-0.000331130
0.000194616;-0.000328944;0.000257427;0.000781875;-0.000329832
0.000195295;-0.000329654;0.000257002;0.000782807;-0.000330510
0.000193670;-0.000329322;0.000256308;0.000780184;-0.000330206
0.000194366;-0.000329154;0.000256140;0.000780520;-0.000330014
0.000193782;-0.000329265;0.000256773;0.000780714;-0.000330159
0.000193895;-0.000329423;0.000256726;0.000780933;-0.000330312
0.000196506;-0.000329674;0.000258334;0.000785371;-0.000330531
0.000195297;-0.000330290;0.000257873;0.000784338;-0.000331168
0.000194170;-0.000328920;0.000256417;0.000780380;-0.000329793
0.000196065;-0.000328862;0.000258445;0.000784246;-0.000329736
0.000196230;-0.000329343;0.000256503;0.000782893;-0.000330160
0.000195861;-0.000329429;0.000257597;0.000783743;-0.000330285
0.000193994;-0.000329766;0.000257688;0.000782360;-0.000330678
0.000195671;-0.000330019;0.000257535;0.000784084;-0.000330878
0.000193924;-0.000330613;0.000255932;0.000781333;-0.000331477
0.000195040;-0.000328259;0.000256707;0.000780863;-0.000329116
0.000193921;-0.000329602;0.000257488;0.000781920;-0.000330511
0.000193659;-0.000329227;0.000257687;0.000781496;-0.000330150
0.000194500;-0.000330963;0.000255777;0.000782083;-0.000331806
0.000194234;-0.000330707;0.000256152;0.000781954;-0.000331568
0.000195252;-0.000329813;0.000256125;0.000782023;-0.000330646
0.000194959;-0.000331704;0.000256480;0.000783991;-0.000332552
0.000196271;-0.000331374;0.000256104;0.000784551;-0.000332176
0.000195194;-0.000331205;0.000256474;0.000783715;-0.000332047
0.000194241;-0.000329388;0.000255571;0.000780048;-0.000330236
0.000193160;-0.000331275;0.000255102;0.000780400;-0.000332138
0.000193771;-0.000331865;0.000256114;0.000782622;-0.000332737
0.000195516;-0.000329829;0.000256450;0.000782629;-0.000330663
0.000194423;-0.000330729;0.000257114;0.000783148;-0.000331611
0.000194419;-0.000329660;0.000256195;0.000781133;-0.000330519
0.000193312;-0.000329632;0.000255060;0.000778864;-0.000330492
0.000193753;-0.000332702;0.000254995;0.000782291;-0.000333543
0.000193772;-0.000328367;0.000257215;0.000780262;-0.000329275
0.000193334;-0.000331053;0.000254439;0.000779666;-0.000331893
0.000192819;-0.000329680;0.000255378;0.000778760;-0.000330563
0.000194972;-0.000330399;0.000257278;0.000783520;-0.000331270
0.000195954;-0.000330810;0.000256905;0.000784502;-0.000331643
0.000195009;-0.000326682;0.000256813;0.000779367;-0.000327545
0.000195466;-0.000330336;0.000255935;0.000782558;-0.000331157
0.000195667;-0.000330221;0.000256862;0.000783591;-0.000331062
0.000194378;-0.000329918;0.000255064;0.000780189;-0.000330747
0.000192841;-0.000329772;0.000259038;0.000782636;-0.000330757
0.000196333;-0.000329580;0.000256649;0.000783379;-0.000330397
0.000195005;-0.000330846;0.000255785;0.000782466;-0.000331676
0.000195178;-0.000328666;0.000254739;0.000779383;-0.000329466
0.000195445;-0.000329254;0.000256281;0.000781813;-0.000330087
0.000195600;-0.000329605;0.000257727;0.000783799;-0.000330472
0.000196787;-0.000331077;0.000257714;0.000786408;-0.000331907
0.000195686;-0.000330607;0.000257396;0.000784543;-0.000331461
0.000195598;-0.000328262;0.000257849;0.000782581;-0.000329134
0.000194201;-0.000329038;0.000257175;0.000781307;-0.000329931
0.000194639;-0.000329825;0.000256975;0.000782312;-0.000330698
0.000195605;-0.000330461;0.000257383;0.000784305;-0.000331317
0.000194697;-0.000330100;0.000256792;0.000782455;-0.000330966
0.000194760;-0.000329439;0.000257861;0.000782955;-0.000330334
0.000194003;-0.000332008;0.000255347;0.000782202;-0.000332852
0.000194613;-0.000329487;0.000254586;0.000779497;-0.000330298
0.000194465;-0.000329554;0.000256295;0.000781174;-0.000330414
0.000195007;-0.000329563;0.000257759;0.000783214;-0.000330448
0.000193982;-0.000330948;0.000256313;0.000782116;-0.000331821
0.000194290;-0.000330363;0.000256422;0.000781943;-0.000331231
0.000193590;-0.000329520;0.000255534;0.000779509;-0.000330385
0.000193933;-0.000329677;0.000256446;0.000780936;-0.000330557
0.000194341;-0.000330984;0.000257292;0.000783506;-0.000331873
0.000195757;-0.000329857;0.000257187;0.000783648;-0.000330704
0.000193779;-0.000331113;0.000255688;0.000781441;-0.000331974
0.000194581;-0.000330460;0.000255856;0.000781741;-0.000331304
0.000194290;-0.000328682;0.000256423;0.000780265;-0.000329552
0.000192390;-0.000329756;0.000255862;0.000778916;-0.000330664
0.000194183;-0.000329018;0.000255749;0.000779805;-0.000329873
0.000195707;-0.000330793;0.000256930;0.000784270;-0.000331633
0.000194942;-0.000330138;0.000256242;0.000782167;-0.000330983
0.000192795;-0.000331462;0.000256582;0.000781753;-0.000332376
0.000194082;-0.000332416;0.000255754;0.000783104;-0.000333268
0.000192654;-0.000329753;0.000256354;0.000779675;-0.000330667
0.000193873;-0.000328816;0.000255596;0.000779145;-0.000329676
0.000194147;-0.000328343;0.000256396;0.000779760;-0.000329217
0.000193869;-0.000331278;0.000256677;0.000782709;-0.000332163
0.000195038;-0.000329930;0.000257259;0.000783097;-0.000330800
0.000193872;-0.000328724;0.000257895;0.000781414;-0.000329647
0.000193695;-0.000329578;0.000256453;0.000780613;-0.000330465
0.000193563;-0.000330508;0.000256393;0.000781352;-0.000331396
0.000195155;-0.000329587;0.000256393;0.000781978;-0.000330430
0.000194621;-0.000329641;0.000256108;0.000781221;-0.000330492
0.000194260;-0.000328489;0.000256812;0.000780443;-0.000329371
0.000196203;-0.000328641;0.000257517;0.000783206;-0.000329486
0.000194081;-0.000330206;0.000257317;0.000782502;-0.000331104
0.000195019;-0.000330426;0.000258297;0.000784640;-0.000331324
0.000196174;-0.000328854;0.000256726;0.000782579;-0.000329679
0.000194385;-0.000330105;0.000256606;0.000781966;-0.000330975
0.000194777;-0.000330025;0.000257105;0.000782780;-0.000330898
0.000193867;-0.000330128;0.000257607;0.000782515;-0.000331041
0.000195734;-0.000330612;0.000256660;0.000783839;-0.000331445
0.000197132;-0.000329604;0.000257489;0.000785042;-0.000330421
0.000196305;-0.000330627;0.000257529;0.000785301;-0.000331467
0.000194202;-0.000330735;0.000257504;0.000783340;-0.000331634
0.000193834;-0.000329914;0.000256965;0.000781609;-0.000330810
0.000196106;-0.000329914;0.000257238;0.000784097;-0.000330753
0.000194425;-0.000329604;0.000256644;0.000781544;-0.000330475
0.000195706;-0.000328951;0.000257116;0.000782621;-0.000329799
0.000194590;-0.000330278;0.000260057;0.000785885;-0.000331238
0.000195954;-0.000328897;0.000257572;0.000783276;-0.000329750
0.000195581;-0.000327410;0.000256995;0.000780837;-0.000328261
0.000195446;-0.000329218;0.000258196;0.000783744;-0.000330102
0.000195012;-0.000328653;0.000256120;0.000780627;-0.000329495
0.000194139;-0.000328085;0.000258678;0.000781840;-0.000329023
0.000197319;-0.000328067;0.000256933;0.000783119;-0.000328867
0.000194500;-0.000329258;0.000258323;0.000782997;-0.000330174
0.000196567;-0.000330368;0.000257078;0.000784834;-0.000331189
0.000193268;-0.000328179;0.000257422;0.000779798;-0.000329108
0.000196170;-0.000330734;0.000256851;0.000784580;-0.000331559
0.000193227;-0.000329769;0.000255514;0.000779384;-0.000330643
0.000195489;-0.000328165;0.000259344;0.000783915;-0.000329082
0.000194882;-0.000328516;0.000256122;0.000780366;-0.000329362
0.000196143;-0.000329965;0.000256655;0.000783585;-0.000330787
0.000195523;-0.000329955;0.000258033;0.000784388;-0.000330832
0.000195319;-0.000329472;0.000258630;0.000784321;-0.000330372
0.000195288;-0.000329681;0.000257695;0.000783539;-0.000330556
0.000193344;-0.000328584;0.000255721;0.000778528;-0.000329463
0.000197156;-0.000328097;0.000256427;0.000782471;-0.000328888
0.000192859;-0.000326500;0.000256552;0.000776830;-0.000327419
0.000196842;-0.000329120;0.000256855;0.000783626;-0.000329929
0.000195990;-0.000328820;0.000256572;0.000782208;-0.000329646
0.000195592;-0.000328257;0.000258478;0.000783217;-0.000329147
0.000193878;-0.000329369;0.000255301;0.000779399;-0.000330220
0.000195257;-0.000328259;0.000258171;0.000782578;-0.000329150
0.000195330;-0.000328091;0.000257421;0.000781710;-0.000328959
0.000193805;-0.000330608;0.000256915;0.000782223;-0.000331503
0.000192553;-0.000329796;0.000257393;0.000780688;-0.000330742
0.000193847;-0.000328759;0.000257298;0.000780811;-0.000329666
0.000195527;-0.000329424;0.000258244;0.000784078;-0.000330307
0.000194448;-0.000330175;0.000257059;0.000782563;-0.000331056
0.000194955;-0.000329604;0.000256659;0.000782074;-0.000330460
0.000193825;-0.000330118;0.000258693;0.000783581;-0.000331063
0.000195231;-0.000330555;0.000255883;0.000782495;-0.000331381
0.000195092;-0.000327943;0.000256370;0.000780252;-0.000328790
0.000193963;-0.000328201;0.000256687;0.000779739;-0.000329089
0.000194353;-0.000327942;0.000255716;0.000778862;-0.000328793
0.000194000;-0.000329988;0.000256509;0.000781376;-0.000330867
0.000194997;-0.000330177;0.000256843;0.000782876;-0.000331036
0.000193363;-0.000329796;0.000257305;0.000781384;-0.000330716
0.000195563;-0.000331098;0.000256083;0.000783565;-0.000331919
0.000193690;-0.000329265;0.000256196;0.000780032;-0.000330146
0.000196508;-0.000328554;0.000256825;0.000782705;-0.000329372
0.000195951;-0.000328801;0.000256386;0.000781960;-0.000329623
0.000194013;-0.000330333;0.000256062;0.000781274;-0.000331199
0.000195149;-0.000328547;0.000256924;0.000781479;-0.000329406
0.000194337;-0.000329667;0.000258816;0.000783754;-0.000330601
0.000194952;-0.000330526;0.000256917;0.000783257;-0.000331388
0.000194494;-0.000329933;0.000256138;0.000781420;-0.000330788
0.000194476;-0.000330038;0.000255550;0.000780903;-0.000330877
0.000193350;-0.000330038;0.000255645;0.000779907;-0.000330912
0.000193974;-0.000329729;0.000253603;0.000778108;-0.000330531
0.000193928;-0.000330639;0.000258032;0.000783521;-0.000331561
0.000196875;-0.000328386;0.000256963;0.000783036;-0.000329198
0.000195072;-0.000328900;0.000257873;0.000782732;-0.000329787
0.000193037;-0.000328553;0.000257289;0.000779810;-0.000329484
0.000193267;-0.000329782;0.000255673;0.000779600;-0.000330660
0.000195824;-0.000328338;0.000256108;0.000781089;-0.000329157
0.000196163;-0.000328923;0.000257711;0.000783648;-0.000329774
0.000193387;-0.000328966;0.000256810;0.000780070;-0.000329873
