R2_1-m/m;R2_2-m/m;R2_3-m/m;e_1;e_2
0.000193001;-0.000329709;0.000255619;0.000779213;-0.000330593
0.000191676;-0.000328855;0.000255757;0.000777216;-0.000329783
0.000192908;-0.000330703;0.000255183;0.000779667;-0.000331576
0.000195574;-0.000328594;0.000255614;0.000780594;-0.000329406
0.000195268;-0.000329654;0.000255333;0.000781067;-0.000330466
0.000194428;-0.000328248;0.000255455;0.000778972;-0.000329089
0.000194817;-0.000327360;0.000255465;0.000778474;-0.000328192
0.000191643;-0.000330699;0.000256204;0.000779485;-0.000331638
0.000193438;-0.000329046;0.000255200;0.000778545;-0.000329907
0.000194639;-0.000330620;0.000255593;0.000781687;-0.000331455
0.000193784;-0.000329028;0.000256200;0.000779890;-0.000329906
0.000194496;-0.000329255;0.000254493;0.000779056;-0.000330067
0.000193101;-0.000329964;0.000255411;0.000779351;-0.000330839
0.000192117;-0.000328646;0.000253402;0.000775016;-0.000329497
0.000193929;-0.000329742;0.000254053;0.000778539;-0.000330557
0.000193325;-0.000330033;0.000255282;0.000779505;-0.000330898
0.000193863;-0.000330504;0.000255881;0.000781113;-0.000331369
0.000194416;-0.000330440;0.000254839;0.000780517;-0.000331262
0.000192542;-0.000328932;0.000255674;0.000778048;-0.000329832
0.000193252;-0.000330025;0.000254409;0.000778529;-0.000330868
0.000194618;-0.000329727;0.000255564;0.000780745;-0.000330563
0.000194754;-0.000330721;0.000254770;0.000781055;-0.000331531
0.000194689;-0.000328598;0.000256608;0.000780759;-0.000329462
0.000192929;-0.000329386;0.000256845;0.000780081;-0.000330307
0.000190961;-0.000330915;0.000254598;0.000777387;-0.000331828
0.000194481;-0.000329992;0.000254633;0.000779921;-0.000330807
0.000192776;-0.000327883;0.000256162;0.000777729;-0.000328791
0.000193066;-0.000327800;0.000255013;0.000776748;-0.000328669
0.000192988;-0.000328441;0.000255228;0.000777533;-0.000329317
0.000192999;-0.000327749;0.000255203;0.000776827;-0.000328625
0.000194360;-0.000330578;0.000254647;0.000780403;-0.000331396
0.000194550;-0.000327556;0.000258227;0.000781247;-0.000328470
0.000192623;-0.000330352;0.000256671;0.000780569;-0.000331275
0.000192262;-0.000329520;0.000254782;0.000777447;-0.000330403
0.000192675;-0.000329298;0.000254094;0.000776920;-0.000330151
0.000192574;-0.000329667;0.000257806;0.000781005;-0.000330625
0.000194289;-0.000327613;0.000254763;0.000777492;-0.000328440
0.000195093;-0.000328649;0.000256642;0.000781237;-0.000329502
0.000196265;-0.000328358;0.000256143;0.000781574;-0.000329166
0.000193408;-0.000329926;0.000257622;0.000781883;-0.000330853
0.000194432;-0.000328744;0.000254545;0.000778537;-0.000329560
0.000192263;-0.000328088;0.000254301;0.000775524;-0.000328960
0.000193419;-0.000329325;0.000257824;0.000781502;-0.000330259
0.000191767;-0.000330514;0.000256429;0.000779652;-0.000331456
0.000194856;-0.000329132;0.000255459;0.000780275;-0.000329960
0.000193717;-0.000329764;0.000254522;0.000778837;-0.000330598
0.000194123;-0.000331393;0.000255934;0.000782308;-0.000332251
0.000193220;-0.000330123;0.000254032;0.000778209;-0.000330957
0.000193690;-0.000331055;0.000256432;0.000782061;-0.000331939
0.000195447;-0.000329321;0.000257096;0.000782718;-0.000330175
0.000193325;-0.000328714;0.000255470;0.000778381;-0.000329586
0.000194032;-0.000329419;0.000256627;0.000780960;-0.000330301
0.000194054;-0.000330017;0.000255413;0.000780332;-0.000330865
0.000194737;-0.000329198;0.000255371;0.000780135;-0.000330027
0.000194013;-0.000330285;0.000256249;0.000781418;-0.000331156
0.000192660;-0.000330992;0.000255316;0.000779852;-0.000331876
0.000193985;-0.000329577;0.000254718;0.000779112;-0.000330409
0.000193520;-0.000329835;0.000255968;0.000780201;-0.000330713
0.000193984;-0.000330345;0.000257458;0.000782692;-0.000331250
0.000193521;-0.000330759;0.000256192;0.000781355;-0.000331642
0.000195721;-0.000330572;0.000256581;0.000783705;-0.000331403
0.000193114;-0.000328837;0.000254910;0.000777724;-0.000329700
0.000194731;-0.000328642;0.000254986;0.000779178;-0.000329461
0.000193558;-0.000330449;0.000255227;0.000780090;-0.000331305
0.000191965;-0.000329128;0.000254869;0.000776856;-0.000330022
0.000194341;-0.000329043;0.000256013;0.000780254;-0.000329900
0.000194397;-0.000330384;0.000256319;0.000781962;-0.000331246
0.000195137;-0.000331336;0.000253424;0.000780661;-0.000332100
0.000192686;-0.000331337;0.000255024;0.000779921;-0.000332211
0.000190184;-0.000331037;0.000254188;0.000776334;-0.000331962
0.000195793;-0.000329613;0.000255002;0.000781197;-0.000330402
0.000193370;-0.000329206;0.000256816;0.000780299;-0.000330113
0.000193728;-0.000329103;0.000254997;0.000778675;-0.000329950
0.000191961;-0.000330739;0.000256175;0.000779803;-0.000331667
0.000193998;-0.000330081;0.000256094;0.000781041;-0.000330949
0.000194469;-0.000328803;0.000255317;0.000779424;-0.000329638
0.000191700;-0.000329661;0.000255994;0.000778288;-0.000330594
0.000195100;-0.000329518;0.000255939;0.000781390;-0.000330351
0.000194269;-0.000328141;0.000254843;0.000778082;-0.000328970
0.000192600;-0.000330116;0.000252733;0.000776266;-0.000330933
0.000194031;-0.000328508;0.000255416;0.000778806;-0.000329359
0.000193205;-0.000328900;0.000255043;0.000778012;-0.000329764
0.000193285;-0.000328481;0.000257478;0.000780173;-0.000329410
0.000194422;-0.000330343;0.000255909;0.000781524;-0.000331193
0.000191467;-0.000329179;0.000254277;0.000775816;-0.000330072
0.000192930;-0.000330882;0.000256478;0.000781198;-0.000331790
0.000192583;-0.000330146;0.000255042;0.000778651;-0.000331026
0.000193445;-0.000327533;0.000256623;0.000778503;-0.000328435
0.000193962;-0.000330015;0.000255085;0.000779904;-0.000330857
0.000193538;-0.000328734;0.000255088;0.000778216;-0.000329590
0.000192944;-0.000329034;0.000254158;0.000776983;-0.000329881
0.000192625;-0.000330862;0.000254936;0.000779297;-0.000331736
0.000192629;-0.000328276;0.000255729;0.000777534;-0.000329176
0.000193598;-0.000330416;0.000255536;0.000780413;-0.000331279
0.000193767;-0.000329354;0.000256535;0.000780543;-0.000330241
0.000193729;-0.000328645;0.000255538;0.000778774;-0.000329507
0.000194033;-0.000329193;0.000257294;0.000781421;-0.000330094
0.000192160;-0.000329570;0.000255078;0.000777702;-0.000330464
0.000193940;-0.000329738;0.000257064;0.000781638;-0.000330634
0.000193794;-0.000329755;0.000255944;0.000780363;-0.000330625
0.000193413;-0.000328515;0.000256653;0.000779483;-0.000329417
0.000192246;-0.000329289;0.000253778;0.000776169;-0.000330145
0.000192983;-0.000330176;0.000254868;0.000778890;-0.000331039
0.000191952;-0.000328354;0.000256160;0.000777398;-0.000329286
0.000194622;-0.000330093;0.000254051;0.000779562;-0.000330889
0.000194721;-0.000329072;0.000254586;0.000779187;-0.000329880
0.000193832;-0.000329082;0.000255363;0.000779131;-0.000329936
0.000193336;-0.000330228;0.000256018;0.000780466;-0.000331112
0.000193023;-0.000329076;0.000255254;0.000778227;-0.000329950
0.000192900;-0.000329988;0.000254635;0.000778383;-0.000330848
0.000191031;-0.000329779;0.000255109;0.000776847;-0.000330707
0.000193092;-0.000329954;0.000255607;0.000779534;-0.000330835
0.000194567;-0.000328476;0.000255298;0.000779173;-0.000329308
0.000192433;-0.000328819;0.000255791;0.000777950;-0.000329726
0.000193394;-0.000330056;0.000255073;0.000779380;-0.000330913
0.000193308;-0.000330726;0.000256616;0.000781551;-0.000331627
0.000193988;-0.000329661;0.000255938;0.000780451;-0.000330525
0.000192802;-0.000329484;0.000256909;0.000780121;-0.000330410
0.000194696;-0.000329966;0.000255219;0.000780706;-0.000330791
0.000191685;-0.000329661;0.000255774;0.000778047;-0.000330588
0.000193333;-0.000329594;0.000255666;0.000779469;-0.000330470
0.000193579;-0.000328375;0.000256154;0.000778992;-0.000329259
0.000193357;-0.000329385;0.000257002;0.000780656;-0.000330297
0.000194119;-0.000328519;0.000255844;0.000779342;-0.000329379
0.000192713;-0.000330322;0.000255648;0.000779575;-0.000331214
0.000194069;-0.000331809;0.000254463;0.000781160;-0.000332628
0.000193322;-0.000329226;0.000255030;0.000778437;-0.000330085
0.000192387;-0.000330555;0.000255624;0.000779467;-0.000331456
0.000193529;-0.000331343;0.000256519;0.000782282;-0.000332234
0.000192998;-0.000329505;0.000256151;0.000779553;-0.000330404
0.000192122;-0.000328033;0.000255910;0.000776986;-0.000328954
0.000194428;-0.000331073;0.000256359;0.000782721;-0.000331934
0.000193934;-0.000330079;0.000255224;0.000780083;-0.000330925
0.000193554;-0.000329740;0.000254972;0.000779116;-0.000330590
0.000191258;-0.000328031;0.000255454;0.000775676;-0.000328964
0.000192564;-0.000329858;0.000255656;0.000778975;-0.000330755
0.000192580;-0.000328093;0.000254116;0.000775647;-0.000328951
0.000194414;-0.000330895;0.000256022;0.000782183;-0.000331747
0.000192138;-0.000328815;0.000255765;0.000777633;-0.000329730
0.000191684;-0.000329123;0.000254743;0.000776449;-0.000330022
0.000190244;-0.000331026;0.000256140;0.000778389;-0.000332005
0.000191496;-0.000331375;0.000254992;0.000778771;-0.000332283
0.000190895;-0.000332195;0.000255666;0.000779699;-0.000333138
0.000191908;-0.000328420;0.000255049;0.000776279;-0.000329322
0.000191517;-0.000330198;0.000255975;0.000778627;-0.000331135
0.000191839;-0.000328175;0.000254065;0.000774957;-0.000329053
0.000194356;-0.000328023;0.000255692;0.000778921;-0.000328873
0.000190920;-0.000331203;0.000254940;0.000777987;-0.000332127
0.000191468;-0.000329217;0.000253821;0.000775386;-0.000330097
0.000192095;-0.000331845;0.000257360;0.000782256;-0.000332801
0.000192275;-0.000329609;0.000255871;0.000778667;-0.000330521
0.000193978;-0.000330755;0.000255217;0.000780793;-0.000331598
0.000191754;-0.000330800;0.000257103;0.000780618;-0.000331761
0.000191677;-0.000329842;0.000253986;0.000776382;-0.000330719
0.000193220;-0.000328727;0.000255633;0.000778460;-0.000329607
0.000194425;-0.000329921;0.000256832;0.000782054;-0.000330797
0.000193961;-0.000329064;0.000255605;0.000779487;-0.000329921
0.000191471;-0.000331700;0.000255714;0.000779813;-0.000332628
0.000191874;-0.000330724;0.000254702;0.000778190;-0.000331614
0.000191782;-0.000329029;0.000254586;0.000776289;-0.000329921
0.000193808;-0.000330721;0.000255770;0.000781162;-0.000331584
0.000191859;-0.000329793;0.000253272;0.000775777;-0.000330646
0.000191884;-0.000330730;0.000255473;0.000778998;-0.000331641
0.000190844;-0.000329017;0.000255156;0.000775953;-0.000329953
0.000191842;-0.000330020;0.000255604;0.000778383;-0.000330937
0.000192067;-0.000329056;0.000255696;0.000777734;-0.000329971
0.000192203;-0.000331379;0.000255702;0.000780191;-0.000332286
0.000191963;-0.000329253;0.000254967;0.000777080;-0.000330150
0.000193464;-0.000330396;0.000256341;0.000781090;-0.000331285
0.000193633;-0.000329956;0.000252901;0.000777283;-0.000330749
0.000192375;-0.000329949;0.000253883;0.000777061;-0.000330803
0.000192095;-0.000331172;0.000254157;0.000778292;-0.000332040
0.000192386;-0.000328967;0.000253826;0.000776033;-0.000329821
0.000192555;-0.000330030;0.000255406;0.000778882;-0.000330921
0.000191830;-0.000331137;0.000257337;0.000781268;-0.000332101
0.000192769;-0.000330897;0.000254292;0.000778811;-0.000331750
0.000193837;-0.000330669;0.000254331;0.000779661;-0.000331493
0.000191732;-0.000330111;0.000254124;0.000776846;-0.000330990
0.000190765;-0.000330512;0.000253443;0.000775608;-0.000331400
0.000193230;-0.000329682;0.000256306;0.000780114;-0.000330578
0.000191573;-0.000330200;0.000256341;0.000779059;-0.000331145
0.000190677;-0.000329796;0.000254462;0.000775855;-0.000330716
0.000194843;-0.000331705;0.000255326;0.000782695;-0.000332526
0.000192253;-0.000330119;0.000255237;0.000778504;-0.000331014
0.000192399;-0.000329968;0.000254744;0.000777988;-0.000330845
0.000193680;-0.000330147;0.000255642;0.000780333;-0.000331011
0.000194253;-0.000329590;0.000254678;0.000779344;-0.000330413
0.000190724;-0.000331462;0.000255475;0.000778605;-0.000332406
0.000193729;-0.000329662;0.000255433;0.000779682;-0.000330520
0.000191457;-0.000329289;0.000255470;0.000777142;-0.000330215
0.000192551;-0.000328724;0.000255161;0.000777322;-0.000329610
0.000193127;-0.000330817;0.000254416;0.000779206;-0.000331663
0.000194070;-0.000329025;0.000256153;0.000780117;-0.000329894
0.000193344;-0.000331616;0.000255753;0.000781588;-0.000332491
0.000192924;-0.000329720;0.000255611;0.000779141;-0.000330606
0.000190738;-0.000330788;0.000254712;0.000777161;-0.000331711
0.000192219;-0.000330557;0.000255953;0.000779644;-0.000331472
0.000194406;-0.000329797;0.000254652;0.000779673;-0.000330615
0.000192419;-0.000331159;0.000254531;0.000778978;-0.000332028
0.000193190;-0.000329264;0.000256018;0.000779362;-0.000330154
0.000193275;-0.000329517;0.000252760;0.000776352;-0.000330317
0.000193198;-0.000329044;0.000255166;0.000778275;-0.000329911
0.000193617;-0.000329132;0.000254034;0.000777608;-0.000329957
0.000193353;-0.000329832;0.000256086;0.000780157;-0.000330718
0.000192362;-0.000329569;0.000256799;0.000779666;-0.000330505
0.000193380;-0.000329511;0.000254986;0.000778733;-0.000330367
0.000193824;-0.000330408;0.000255679;0.000780772;-0.000331269
0.000192224;-0.000327948;0.000255419;0.000776495;-0.000328852
0.000192670;-0.000331694;0.000254076;0.000779289;-0.000332543
0.000194806;-0.000330307;0.000254234;0.000780142;-0.000331102
0.000193697;-0.000330155;0.000256439;0.000781177;-0.000331041
0.000193188;-0.000330601;0.000254913;0.000779560;-0.000331459
0.000191952;-0.000329610;0.000256080;0.000778570;-0.000330538
0.000193882;-0.000328143;0.000256600;0.000779513;-0.000329031
0.000192139;-0.000330072;0.000254786;0.000777883;-0.000330958
0.000189508;-0.000330308;0.000254145;0.000774906;-0.000331253
0.000193546;-0.000330612;0.000255465;0.000780486;-0.000331475
0.000192001;-0.000330633;0.000253893;0.000777391;-0.000331497
0.000193079;-0.000328515;0.000255882;0.000778367;-0.000329406
0.000192255;-0.000328021;0.000255069;0.000776238;-0.000328914
0.000193823;-0.000331627;0.000254502;0.000780779;-0.000332454
0.000191406;-0.000328564;0.000256896;0.000777835;-0.000329533
0.000192126;-0.000328638;0.000255667;0.000777344;-0.000329551
0.000193999;-0.000329823;0.000254795;0.000779450;-0.000330656
0.000193951;-0.000328425;0.000255327;0.000778554;-0.000329276
0.000193497;-0.000330237;0.000255180;0.000779771;-0.000331094
0.000193043;-0.000329453;0.000256618;0.000780025;-0.000330364
0.000190574;-0.000328630;0.000254312;0.000774437;-0.000329551
0.000193951;-0.000329992;0.000254250;0.000779013;-0.000330812
0.000195343;-0.000328993;0.000254720;0.000779851;-0.000329788
0.000193140;-0.000328806;0.000254788;0.000777593;-0.000329665
0.000192944;-0.000331532;0.000254830;0.000780167;-0.000332393
0.000192295;-0.000327350;0.000254688;0.000775216;-0.000328233
0.000192727;-0.000329161;0.000255317;0.000778090;-0.000330046
0.000193010;-0.000329610;0.000255915;0.000779427;-0.000330502
0.000192145;-0.000328901;0.000255683;0.000777641;-0.000329813
0.000191109;-0.000329546;0.000255494;0.000777085;-0.000330482
0.000195461;-0.000328925;0.000254907;0.000780090;-0.000329722
0.000193627;-0.000330061;0.000257926;0.000782543;-0.000330990
0.000192827;-0.000327906;0.000253909;0.000775487;-0.000328751
0.000192999;-0.000328247;0.000255303;0.000777427;-0.000329125
0.000193091;-0.000330723;0.000254894;0.000779568;-0.000331583
0.000193631;-0.000329465;0.000255703;0.000779667;-0.000330333
0.000192590;-0.000329391;0.000253982;0.000776815;-0.000330243
0.000192722;-0.000330826;0.000255751;0.000780193;-0.000331720
0.000191918;-0.000330461;0.000255732;0.000779029;-0.000331379
0.000191838;-0.000328590;0.000254113;0.000775419;-0.000329468
0.000191753;-0.000330469;0.000254610;0.000777723;-0.000331360
0.000193185;-0.000328777;0.000252653;0.000775416;-0.000329578
0.000192683;-0.000330723;0.000254699;0.000778971;-0.000331589
0.000194205;-0.000329308;0.000256126;0.000780503;-0.000330172
0.000192353;-0.000329327;0.000253920;0.000776457;-0.000330184
0.000193371;-0.000328329;0.000254868;0.000777423;-0.000329184
0.000191812;-0.000328460;0.000255781;0.000776978;-0.000329385
0.000194278;-0.000329961;0.000255801;0.000780892;-0.000330813
0.000194362;-0.000329844;0.000253524;0.000778519;-0.000330633
0.000193601;-0.000329177;0.000255503;0.000779145;-0.000330041
0.000194239;-0.000329081;0.000255228;0.000779387;-0.000329920
0.000193821;-0.000329137;0.000254944;0.000778745;-0.000329980
0.000192089;-0.000328864;0.000254931;0.000776777;-0.000329757
0.000194316;-0.000330070;0.000255308;0.000780531;-0.000330907
0.000193579;-0.000328156;0.000255270;0.000777865;-0.000329016
0.000192725;-0.000328497;0.000256417;0.000778555;-0.000329413
0.000193856;-0.000327115;0.000255472;0.000777302;-0.000327974
0.000194083;-0.000330062;0.000257155;0.000782194;-0.000330956
0.000191969;-0.000330306;0.000256267;0.000779473;-0.000331237
0.000190297;-0.000327963;0.000254258;0.000773447;-0.000328892
0.000190905;-0.000329037;0.000255521;0.000776407;-0.000329981
0.000193571;-0.000329421;0.000254049;0.000777867;-0.000330247
0.000193982;-0.000328188;0.000254662;0.000777664;-0.000329020
0.000192956;-0.000330041;0.000255500;0.000779378;-0.000330922
0.000193742;-0.000329947;0.000255185;0.000779725;-0.000330798
0.000192030;-0.000330377;0.000254396;0.000777681;-0.000331255
0.000191962;-0.000329566;0.000254597;0.000777011;-0.000330452
0.000193933;-0.000329265;0.000254633;0.000778662;-0.000330096
0.000193645;-0.000328104;0.000256029;0.000778657;-0.000328983
0.000193253;-0.000328964;0.000257509;0.000780656;-0.000329894
0.000192646;-0.000329899;0.000257720;0.000781218;-0.000330852
0.000195182;-0.000328055;0.000253663;0.000777673;-0.000328828
0.000193053;-0.000329095;0.000256258;0.000779307;-0.000329996
0.000194425;-0.000328433;0.000255464;0.000779163;-0.000329274
0.000193297;-0.000329056;0.000256430;0.000779682;-0.000329955
0.000193095;-0.000328379;0.000256606;0.000778991;-0.000329290
0.000192886;-0.000331992;0.000255271;0.000781023;-0.000332866
0.000193664;-0.000331107;0.000257230;0.000782908;-0.000332014
0.000193280;-0.000329296;0.000255047;0.000778484;-0.000330157
0.000192485;-0.000328935;0.000257089;0.000779450;-0.000329876
0.000194341;-0.000327298;0.000255625;0.000778113;-0.000328147
0.000193328;-0.000328921;0.000255066;0.000778176;-0.000329782
0.000190399;-0.000329083;0.000256671;0.000777146;-0.000330076
0.000193863;-0.000330580;0.000257755;0.000783114;-0.000331496
0.000191461;-0.000328646;0.000256955;0.000778031;-0.000329615
0.000192553;-0.000329871;0.000254224;0.000777507;-0.000330730
0.000193405;-0.000327710;0.000256711;0.000778732;-0.000328616
0.000193126;-0.000329533;0.000255225;0.000778754;-0.000330403
0.000194078;-0.000327816;0.000256767;0.000779548;-0.000328703
0.000193293;-0.000328557;0.000255082;0.000777795;-0.000329420
0.000192825;-0.000329651;0.000255447;0.000778807;-0.000330535
0.000193432;-0.000330336;0.000255529;0.000780165;-0.000331204
0.000193927;-0.000329740;0.000255736;0.000780263;-0.000330600
0.000193119;-0.000326827;0.000254122;0.000774912;-0.000327671
0.000192765;-0.000330101;0.000255712;0.000779471;-0.000330994
0.000193400;-0.000329820;0.000255853;0.000779952;-0.000330699
0.000190854;-0.000327642;0.000253937;0.000773337;-0.000328546
0.000194825;-0.000329375;0.000254252;0.000779248;-0.000330171
0.000193097;-0.000331168;0.000256624;0.000781796;-0.000332075
0.000192074;-0.000329393;0.000253585;0.000775908;-0.000330249
0.000194132;-0.000328911;0.000255101;0.000778983;-0.000329750
0.000191444;-0.000329038;0.000256572;0.000778012;-0.000329996
0.000192552;-0.000328716;0.000253950;0.000776071;-0.000329569
0.000192220;-0.000330318;0.000256705;0.000780179;-0.000331254
0.000193966;-0.000328314;0.000254655;0.000777767;-0.000329146
0.000194087;-0.000329081;0.000255175;0.000779185;-0.000329923
0.000192530;-0.000330749;0.000255215;0.000779379;-0.000331634
0.000192357;-0.000329638;0.000254017;0.000776871;-0.000330497
0.000193673;-0.000329098;0.000253000;0.000776567;-0.000329894
0.000191350;-0.000329576;0.000255182;0.000777029;-0.000330497
0.000191943;-0.000328753;0.000254928;0.000776521;-0.000329650
0.000194119;-0.000331354;0.000253304;0.000779565;-0.000332142
0.000191793;-0.000329437;0.000255583;0.000777732;-0.000330356
0.000194414;-0.000330930;0.000255822;0.000782013;-0.000331777
0.000192798;-0.000332040;0.000255789;0.000781518;-0.000332931
0.000191351;-0.000329503;0.000254952;0.000776720;-0.000330417
0.000192994;-0.000329552;0.000255234;0.000778654;-0.000330426
0.000192908;-0.000330260;0.000254923;0.000778958;-0.000331127
0.000192520;-0.000331109;0.000254138;0.000778622;-0.000331964
0.000192914;-0.000329069;0.000255206;0.000778065;-0.000329945
0.000191462;-0.000329916;0.000253827;0.000776084;-0.000330795
0.000190479;-0.000331738;0.000254859;0.000778010;-0.000332672
0.000192630;-0.000330283;0.000253495;0.000777244;-0.000331119
0.000192858;-0.000330748;0.000255622;0.000780115;-0.000331635
0.000194393;-0.000329342;0.000255460;0.000780035;-0.000330182
0.000191834;-0.000330581;0.000253547;0.000776822;-0.000331441
0.000193146;-0.000328770;0.000254944;0.000777723;-0.000329633
0.000191894;-0.000330375;0.000255020;0.000778188;-0.000331274
0.000193388;-0.000331269;0.000255729;0.000781259;-0.000332142
0.000193362;-0.000329388;0.000254903;0.000778508;-0.000330243
0.000194003;-0.000332493;0.000256375;0.000783742;-0.000333364
0.000192913;-0.000330849;0.000254502;0.000779118;-0.000331703
0.000190878;-0.000328738;0.000252740;0.000773224;-0.000329606
0.000193338;-0.000329522;0.000255262;0.000778987;-0.000330387
0.000191122;-0.000331732;0.000254859;0.000778628;-0.000332647
0.000192204;-0.000329897;0.000254992;0.000777983;-0.000330787
0.000191831;-0.000330775;0.000254884;0.000778386;-0.000331671
0.000192992;-0.000330240;0.000254285;0.000778364;-0.000331087
0.000191415;-0.000331150;0.000254069;0.000777519;-0.000332035
0.000192144;-0.000330485;0.000255543;0.000779078;-0.000331391
0.000194142;-0.000329418;0.000256470;0.000780905;-0.000330293
0.000192011;-0.000329302;0.000254979;0.000777188;-0.000330198
0.000191478;-0.000331517;0.000254364;0.000778250;-0.000332408
0.000192698;-0.000329466;0.000254205;0.000777224;-0.000330321
0.000193709;-0.000329930;0.000253509;0.000777955;-0.000330737
0.000193536;-0.000331273;0.000254329;0.000779969;-0.000332104
0.000192627;-0.000328963;0.000255256;0.000777732;-0.000329849
0.000194089;-0.000329669;0.000256543;0.000781179;-0.000330547
0.000192200;-0.000327940;0.000255217;0.000776256;-0.000328839
0.000191524;-0.000328082;0.000254223;0.000774720;-0.000328973
0.000190832;-0.000330786;0.000254019;0.000776538;-0.000331687
0.000192034;-0.000330244;0.000255119;0.000778295;-0.000331142
0.000194061;-0.000331046;0.000255315;0.000781265;-0.000331889
0.000191941;-0.000331062;0.000254238;0.000778116;-0.000331937
0.000192745;-0.000330884;0.000255871;0.000780396;-0.000331780
0.000192473;-0.000329576;0.000254063;0.000776969;-0.000330433
0.000190402;-0.000329835;0.000253247;0.000774378;-0.000330729
0.000191370;-0.000330464;0.000254479;0.000777212;-0.000331363
0.000192139;-0.000329065;0.000253517;0.000775574;-0.000329918
0.000191757;-0.000332550;0.000256191;0.000781430;-0.000333482
0.000191169;-0.000330621;0.000255169;0.000777883;-0.000331545
0.000193992;-0.000328879;0.000253900;0.000777582;-0.000329690
0.000191148;-0.000330319;0.000256431;0.000778859;-0.000331280
0.000193139;-0.000330059;0.000254040;0.000778075;-0.000330896
0.000192395;-0.000331514;0.000253460;0.000778209;-0.000332354
0.000191032;-0.000331400;0.000253594;0.000776909;-0.000332283
0.000192385;-0.000329349;0.000256669;0.000779335;-0.000330281
0.000193645;-0.000330532;0.000255894;0.000780943;-0.000331404
0.000193045;-0.000330109;0.000254400;0.000778403;-0.000330958
0.000191143;-0.000330920;0.000252950;0.000775876;-0.000331783
0.000193320;-0.000331421;0.000254840;0.000780432;-0.000332272
0.000193368;-0.000329991;0.000253527;0.000777703;-0.000330808
0.000190873;-0.000329965;0.000255719;0.000777506;-0.000330914
0.000191903;-0.000331307;0.000253695;0.000777766;-0.000332168
0.000192292;-0.000331328;0.000255012;0.000779517;-0.000332213
0.000191902;-0.000331380;0.000253643;0.000777784;-0.000332239
0.000192531;-0.000331796;0.000255327;0.000780540;-0.000332682
0.000193182;-0.000329482;0.000255333;0.000778868;-0.000330353
0.000193773;-0.000328049;0.000255982;0.000778678;-0.000328923
0.000191713;-0.000329261;0.000254757;0.000776629;-0.000330159
0.000192608;-0.000329682;0.000252844;0.000775954;-0.000330502
0.000191003;-0.000330708;0.000254443;0.000777062;-0.000331616
0.000192168;-0.000328556;0.000254213;0.000775808;-0.000329427
0.000194015;-0.000330786;0.000253292;0.000778885;-0.000331578
0.000191847;-0.000331557;0.000255681;0.000780001;-0.000332473
0.000192242;-0.000331436;0.000254939;0.000779502;-0.000332321
0.000193022;-0.000330551;0.000254609;0.000779037;-0.000331406
0.000192942;-0.000330377;0.000254911;0.000779095;-0.000331242
0.000193698;-0.000330477;0.000253424;0.000778403;-0.000331281
0.000192895;-0.000330996;0.000253348;0.000778063;-0.000331820
0.000193216;-0.000328963;0.000254097;0.000777114;-0.000329801
0.000194314;-0.000330835;0.000254519;0.000780483;-0.000331650
0.000193235;-0.000328226;0.000254878;0.000777198;-0.000329085
0.000192452;-0.000330896;0.000255471;0.000779713;-0.000331790
0.000190973;-0.000329457;0.000254786;0.000776137;-0.000330378
0.000191822;-0.000330283;0.000253245;0.000776202;-0.000331135
0.000191529;-0.000331419;0.000252622;0.000776412;-0.000332261
0.000191545;-0.000329516;0.000254855;0.000776822;-0.000330422
0.000191142;-0.000329867;0.000255082;0.000777014;-0.000330790
0.000192650;-0.000331058;0.000252811;0.000777335;-0.000331874
0.000192211;-0.000331259;0.000254256;0.000778593;-0.000332126
0.000191416;-0.000331592;0.000253904;0.000777792;-0.000332472
0.000193259;-0.000330908;0.000253926;0.000778922;-0.000331737
0.000190652;-0.000329044;0.000252890;0.000773464;-0.000329922
0.000192818;-0.000330026;0.000252365;0.000776010;-0.000330827
0.000191689;-0.000329556;0.000254551;0.000776689;-0.000330449
0.000193691;-0.000329345;0.000253775;0.000777626;-0.000330160
0.000191479;-0.000329873;0.000254761;0.000777017;-0.000330777
0.000191846;-0.000330980;0.000253888;0.000777582;-0.000331848
0.000192012;-0.000329744;0.000255239;0.000777897;-0.000330646
0.000190795;-0.000330808;0.000254084;0.000776591;-0.000331712
0.000192307;-0.000329808;0.000254513;0.000777502;-0.000330682
0.000192138;-0.000329338;0.000255020;0.000777389;-0.000330231
0.000192690;-0.000329184;0.000254699;0.000777442;-0.000330053
0.000191488;-0.000327634;0.000254838;0.000774870;-0.000328544
0.000193009;-0.000328234;0.000254219;0.000776310;-0.000329082
0.000192224;-0.000329852;0.000253430;0.000776353;-0.000330699
0.000192691;-0.000331516;0.000254293;0.000779354;-0.000332370
0.000192886;-0.000330143;0.000255548;0.000779462;-0.000331028
0.000191703;-0.000328907;0.000255116;0.000776635;-0.000329816
0.000190923;-0.000330047;0.000254089;0.000775961;-0.000330949
0.000191199;-0.000327951;0.000253993;0.000774038;-0.000328846
0.000190925;-0.000329615;0.000254846;0.000776310;-0.000330539
0.000192815;-0.000330403;0.000255217;0.000779312;-0.000331280
0.000191742;-0.000328072;0.000254364;0.000775067;-0.000328961
0.000191952;-0.000329414;0.000253688;0.000775916;-0.000330276
0.000192097;-0.000328241;0.000254076;0.000775284;-0.000329111
0.000192633;-0.000331063;0.000254010;0.000778555;-0.000331912
0.000193630;-0.000329016;0.000254104;0.000777576;-0.000329842
